|id|dialog|url|movie
53|53|[They laugh. The cart makes its way past the fields of bright crops, over the bridge by an old mill, and past the market square.]|https://www.tk421.net/lotr/film/fotr/img/fotr0062.jpg|The Fellowship of the Ring
54|54|"Bilbo (voiceover): ""And so, life in the Shire goes on, very much as it has this past Age… full of its own comings and goings, with change coming slowly, if it comes at all."""|https://www.tk421.net/lotr/film/fotr/img/fotr0065.jpg|The Fellowship of the Ring
55|55|[The cart begins to climb up a gradual slope towards Gandalf's destination. The hillside and the surrounds are lush and verdant.]|https://www.tk421.net/lotr/film/fotr/img/fotr0066.jpg|The Fellowship of the Ring
56|56|"Bilbo (voiceover): ""For things are made to endure in the Shire, passing from one generation to the next. There's always been a Baggins, living here under the Hill… in Bag End. And there always will be."""|https://www.tk421.net/lotr/film/fotr/img/fotr0067.jpg|The Fellowship of the Ring
57|57|"Frodo: ""To tell you the truth, Bilbo's been a bit odd lately. I mean, more than usual. He's taken to locking himself in his study. He spends hours and hours poring over old maps when he thinks I'm not looking."""|https://www.tk421.net/lotr/film/fotr/img/fotr0070.jpg|The Fellowship of the Ring
58|58|"Bilbo: ""Where's it gone?"""|https://www.tk421.net/lotr/film/fotr/img/fotr0071.jpg|The Fellowship of the Ring
59|59|[He starts to turn the house over, desperately searching. Finally he digs deeper into his waistcoat pocket, and with a huge sigh, pulls out the object and closes his palm over it, closing his eyes in relief.]|https://www.tk421.net/lotr/film/fotr/img/fotr0072.jpg|The Fellowship of the Ring
60|60|"Gandalf: ""If you're referring to the incident with the dragon, I was barely involved. All I did was give your uncle a little nudge out of the door."""|https://www.tk421.net/lotr/film/fotr/img/fotr0076.jpg|The Fellowship of the Ring
61|61|"Frodo: ""Whatever you did, you've been officially labeled a disturber of the peace."""|https://www.tk421.net/lotr/film/fotr/img/fotr0077.jpg|The Fellowship of the Ring
62|62|[A grumpy old hobbit with a grim look is raking his yard.]|https://www.tk421.net/lotr/film/fotr/img/fotr0079.jpg|The Fellowship of the Ring
63|63|[His wife comes out. She looks on in disapproval.]|https://www.tk421.net/lotr/film/fotr/img/fotr0081.jpg|The Fellowship of the Ring
64|64|[Gandalf pretends to ignore the children. They come to a halt as the cart keeps on going away.]|https://www.tk421.net/lotr/film/fotr/img/fotr0082.jpg|The Fellowship of the Ring
65|65|[Fireworks  go off from the cart. The hobbit children cheer and Gandalf laughs.]|https://www.tk421.net/lotr/film/fotr/img/fotr0086.jpg|The Fellowship of the Ring
66|66|[The grumpy hobbit chuckles, but the grumpy old hobbitwife gives a nagging look to the grumpy hobbit. The grumpy hobbit restores his grumpy look.]|https://www.tk421.net/lotr/film/fotr/img/fotr0089.jpg|The Fellowship of the Ring
67|67|"Frodo: ""Gandalf, I'm glad you're back."""|https://www.tk421.net/lotr/film/fotr/img/fotr0090.jpg|The Fellowship of the Ring
68|68|"Gandalf: ""So am I, dear boy! So am I."""|https://www.tk421.net/lotr/film/fotr/img/fotr0092.jpg|The Fellowship of the Ring
69|69|"Gandalf: ""Whoa, whoa."""|https://www.tk421.net/lotr/film/fotr/img/fotr0093.jpg|The Fellowship of the Ring
70|70|[He gets down and goes through the gate which bears a sign saying: 'No admittance except on party business.']|https://www.tk421.net/lotr/film/fotr/img/fotr0095.jpg|The Fellowship of the Ring
71|71|"Gandalf: ""And what about very old friends?"""|https://www.tk421.net/lotr/film/fotr/img/fotr0096.jpg|The Fellowship of the Ring
72|72|"Bilbo (amazed): ""Gandalf?"""|https://www.tk421.net/lotr/film/fotr/img/fotr0097.jpg|The Fellowship of the Ring
73|73|"Bilbo: ""My dear Gandalf!"" [gives Gandalf a hug]"|https://www.tk421.net/lotr/film/fotr/img/fotr0098.jpg|The Fellowship of the Ring
74|74|"Gandalf: ""Good to see you! One hundred and eleven years old — who would believe it? You haven't aged a day."""|https://www.tk421.net/lotr/film/fotr/img/fotr0099.jpg|The Fellowship of the Ring
75|75|"Bilbo: ""Come on, come in! Welcome, welcome! Oh, here we are."""||
76|76|"Bilbo: ""Tea? Or maybe something a little stronger?"""|https://www.tk421.net/lotr/film/fotr/img/fotr0101.jpg|The Fellowship of the Ring
77|77|"[Gandalf, bent double, backs into the chandelier. He steadies it, but then bumps his head onto the beam and utters an ""Ooooff"".]"|https://www.tk421.net/lotr/film/fotr/img/fotr0102.jpg|The Fellowship of the Ring
78|78|[Nursing the pain he enters Bilbo's study and sees the map of the Lonely Mountain mounted on a frame. He picks it up to examine it.]|https://www.tk421.net/lotr/film/fotr/img/fotr0103.jpg|The Fellowship of the Ring
79|79|"Gandalf: ""Just tea, thank you."""|https://www.tk421.net/lotr/film/fotr/img/fotr0107.jpg|The Fellowship of the Ring
80|80|"Bilbo: [whispers] ""I'm not at home!"""|https://www.tk421.net/lotr/film/fotr/img/fotr0110.jpg|The Fellowship of the Ring
81|81|"Bilbo: ""It's the Sackville-Bagginses!"""|https://www.tk421.net/lotr/film/fotr/img/fotr0111.jpg|The Fellowship of the Ring
82|82|[Bilbo puts down his cake and stares out his window while Gandalf tries to make himself comfortable at Bilbo's hobbit-sized table.]|https://www.tk421.net/lotr/film/fotr/img/fotr0112.jpg|The Fellowship of the Ring
83|83|[Gandalf lifts up the lid of a tea pot, Bilbo starts to pour water into it.]|https://www.tk421.net/lotr/film/fotr/img/fotr0113.jpg|The Fellowship of the Ring
84|84|"Bilbo: ""'Course he does. He's a Baggins! Not some block-headed Bracegirdle from Hardbottle."""|https://www.tk421.net/lotr/film/fotr/img/fotr0114.jpg|The Fellowship of the Ring
85|85|"Gandalf: ""He's very fond of you."""|https://www.tk421.net/lotr/film/fotr/img/fotr0115.jpg|The Fellowship of the Ring
86|86|"Bilbo: ""I know. He'd probably come with me if I asked him."" (chuckles) ""I think, in his heart, Frodo's still in love with the Shire: the woods, the fields… little rivers."""|https://www.tk421.net/lotr/film/fotr/img/fotr0117.jpg|The Fellowship of the Ring
87|87|[Gandalf's gaze is drawn downwards to Bilbo's waistcoat pocket as the Hobbit's fingers begins to fidget with something inside it.]|https://www.tk421.net/lotr/film/fotr/img/fotr0118.jpg|The Fellowship of the Ring
88|88|"Bilbo: ""I need a holiday — a very long holiday — and I don't expect I shall return. In fact, I mean not to!"""|https://www.tk421.net/lotr/film/fotr/img/fotr0120.jpg|The Fellowship of the Ring
89|89|[Evening falls on Hobbiton. Bilbo and Gandalf sit peacefully smoking pipe outside Bag End. Below them, in the party field, sounds of laughter and revelry float up from a growing crowd of Hobbits preparing for their evening's entertainment. Torches and candles light a festive scene and everywhere food is rapidly filling up the space on wooden trestles.]|https://www.tk421.net/lotr/film/fotr/img/fotr0121.jpg|The Fellowship of the Ring
90|90|"Bilbo: ""Old Toby. The finest weed in the Southfarthing."""|https://www.tk421.net/lotr/film/fotr/img/fotr0122.jpg|The Fellowship of the Ring
91|91|[Bilbo blows a large ring of smoke which hangs gently in the still air. Gandalf sucks his cheeks in and out, blows a majestic, full-rigged ship that he blows through the ring.]|https://www.tk421.net/lotr/film/fotr/img/fotr0123.jpg|The Fellowship of the Ring
92|92|"Bilbo: ""Ahh! Gandalf, my old friend. This will be a night to remember!"""|https://www.tk421.net/lotr/film/fotr/img/fotr0125.jpg|The Fellowship of the Ring
93|93|[The party is in full swing; the fireworks are going off and festivities are well underway. Some hobbits come in, staggering under the load of a huge birthday-cake, candles already lit.]||
94|94|[Others, including Frodo, are dancing to music being played by the band.]|https://www.tk421.net/lotr/film/fotr/img/fotr0127.jpg|The Fellowship of the Ring
95|95|[Sam casts sidelong glances at a hobbit-lass dancing.]|https://www.tk421.net/lotr/film/fotr/img/fotr0128.jpg|The Fellowship of the Ring
96|96|"Bilbo: [greeting his guests inside the marquee] ""Hello, hello, Fatty Bolger, lovely to see you! Welcome, welcome!"""|https://www.tk421.net/lotr/film/fotr/img/fotr0130.jpg|The Fellowship of the Ring
97|97|"Frodo: ""Go on Sam! Ask Rosie for a dance!"""|https://www.tk421.net/lotr/film/fotr/img/fotr0131.jpg|The Fellowship of the Ring
98|98|"Sam: ""I think I'll just have another ale."""|https://www.tk421.net/lotr/film/fotr/img/fotr0133.jpg|The Fellowship of the Ring
99|99|[He pushes Sam to the dance floor and into Rosie's arms. Frodo laughs aloud.]|https://www.tk421.net/lotr/film/fotr/img/fotr0134.jpg|The Fellowship of the Ring
100|100|[Fireworks explode over the party field, a huge glittering umbrella in the night sky which changes into spears and whizzes away into the distance.]|https://www.tk421.net/lotr/film/fotr/img/fotr0135.jpg|The Fellowship of the Ring
101|101|"Bilbo: ""There I was, at the mercy of three monstrous trolls! And they were all arguing amongst themselves about how they were going to cook us, whether it be turned on a spit or whether they should sit on us one by one and squash us into jelly."""|https://www.tk421.net/lotr/film/fotr/img/fotr0136.jpg|The Fellowship of the Ring
102|102|"Bilbo: ""They spent so much time arguing the wither-tos and why-fors, that the sun's first light cracked over the top of the trees — poof!"""|https://www.tk421.net/lotr/film/fotr/img/fotr0138.jpg|The Fellowship of the Ring
103|103|[Hobbit Children gasp.]|https://www.tk421.net/lotr/film/fotr/img/fotr0140.jpg|The Fellowship of the Ring
104|104|"Bilbo: ""And turned them all to stone!"""|https://www.tk421.net/lotr/film/fotr/img/fotr0141.jpg|The Fellowship of the Ring
105|105|[Gandalf, laughing, returns from his cart with more fireworks.]|https://www.tk421.net/lotr/film/fotr/img/fotr0142.jpg|The Fellowship of the Ring
106|106|"Merry: ""Quickly!"""|https://www.tk421.net/lotr/film/fotr/img/fotr0143.jpg|The Fellowship of the Ring
107|107|[Gandalf releases a busy shower of firework butterflies, to the amusement of the hobbit children, who try to catch them.]|https://www.tk421.net/lotr/film/fotr/img/fotr0144.jpg|The Fellowship of the Ring
108|108|[The second Hobbit grabs a huge red firework and disappears inside the tent.]|https://www.tk421.net/lotr/film/fotr/img/fotr0145.jpg|The Fellowship of the Ring
109|109|"Bilbo: ""Good gracious. You have been productive!"""|https://www.tk421.net/lotr/film/fotr/img/fotr0146.jpg|The Fellowship of the Ring
110|110|"Bilbo: ""S-S-Sackville-Bagginses!"""|https://www.tk421.net/lotr/film/fotr/img/fotr0147.jpg|The Fellowship of the Ring
111|111|[Frodo and Bilbo hole up behind a tent fold as the Sackville-Bagginses search for him, and then retreat, baulked of their prey. Bilbo breathes a huge sigh of relief.]|https://www.tk421.net/lotr/film/fotr/img/fotr0149.jpg|The Fellowship of the Ring
112|112|"Bilbo: ""I'm very selfish, you know. Yes, I am. Very selfish… I don't know why I took you in after your mother and father died, but it wasn't out of charity. I think it was because, of all my numerous relations, you were the one that showed real… spirit."""|https://www.tk421.net/lotr/film/fotr/img/fotr0151.jpg|The Fellowship of the Ring
113|113|"Frodo: ""Bilbo, have you been at the Gaffer's home brew?"""|https://www.tk421.net/lotr/film/fotr/img/fotr0152.jpg|The Fellowship of the Ring
114|114|"Bilbo: ""No. Well, yes. But that's — that's — not the point. The point is, Frodo — you'll be all right."""|https://www.tk421.net/lotr/film/fotr/img/fotr0153.jpg|The Fellowship of the Ring
115|115|"Merry: ""You're supposed to stick it in the ground!"""|https://www.tk421.net/lotr/film/fotr/img/fotr0154.jpg|The Fellowship of the Ring
116|116|[Just then the firework explodes upwards, throwing them on to the ground and taking the tent up with it.]|https://www.tk421.net/lotr/film/fotr/img/fotr0155.jpg|The Fellowship of the Ring
117|117|"Hobbit: ""Look at that!"""|https://www.tk421.net/lotr/film/fotr/img/fotr0157.jpg|The Fellowship of the Ring
118|118|"Frodo: ""Bilbo? Bilbo, watch out for the dragon!"""|https://www.tk421.net/lotr/film/fotr/img/fotr0159.jpg|The Fellowship of the Ring
119|119|"Bilbo: ""Dragon? Nonsense! There hasn't been a dragon in these parts for a thousand years…"""|https://www.tk421.net/lotr/film/fotr/img/fotr0160.jpg|The Fellowship of the Ring
120|120|[Frodo pushes Bilbo to the ground. The dragon swoops low over the hobbits' heads, flies off and bursts into a beautiful finale over the lake. Hobbits clap and cheer.]|https://www.tk421.net/lotr/film/fotr/img/fotr0162.jpg|The Fellowship of the Ring
121|121|[The two Hobbits, now covered in soot, gaze proudly at their accomplishment.]|https://www.tk421.net/lotr/film/fotr/img/fotr0165.jpg|The Fellowship of the Ring
122|122|[Gandalf comes up behind them and grabs them each by their ear.]||
123|123|"Gandalf: ""Meriadoc Brandybuck, and Peregrin Took. I might have known."""|https://www.tk421.net/lotr/film/fotr/img/fotr0166.jpg|The Fellowship of the Ring
124|124|[Merry and Pippin, under Gandalf's eye, are washing the piles of plates.]|https://www.tk421.net/lotr/film/fotr/img/fotr0167.jpg|The Fellowship of the Ring
125|125|"Frodo: ""Speech!"""|https://www.tk421.net/lotr/film/fotr/img/fotr0168.jpg|The Fellowship of the Ring
126|126|"Old Proudfoot Hobbit: ""Proudfeet!"""|https://www.tk421.net/lotr/film/fotr/img/fotr0170.jpg|The Fellowship of the Ring
127|127|"Bilbo: ""Alas, eleventy-one years is far too short a time to live among such excellent and admirable hobbits."" [cheers abound.] ""I don't know half of you half as well as I should like, and I like less than half of you half as well as you deserve."""|https://www.tk421.net/lotr/film/fotr/img/fotr0171.jpg|The Fellowship of the Ring
128|128|[There is a dead silence from the crowd. They gaze at each other blank-faced, trying to figure out if they were just insulted. Gandalf smiles.]|https://www.tk421.net/lotr/film/fotr/img/fotr0172.jpg|The Fellowship of the Ring
129|129|"Bilbo: ""I, uh, I h-have things to do."" [fidgets with the Ring behind his back. Whispers to himself] ""I've put this off for far too long."""|https://www.tk421.net/lotr/film/fotr/img/fotr0174.jpg|The Fellowship of the Ring
130|130|"Bilbo: [to the crowd] ""I regret to announce — this is The End. I am going now. I bid you all a very fond farewell."" [whispers to Frodo] ""Goodbye."""|https://www.tk421.net/lotr/film/fotr/img/fotr0177.jpg|The Fellowship of the Ring
131|131|"Hobbits: ""Ooh!"""|https://www.tk421.net/lotr/film/fotr/img/fotr0180.jpg|The Fellowship of the Ring
132|132|[We follow the sound of footsteps as their invisible owner heads for home. At Bag End, the front door opens and then shuts again, as if by magic. Inside the hall, Bilbo  re-appears.]|https://www.tk421.net/lotr/film/fotr/img/fotr0181.jpg|The Fellowship of the Ring
133|133|"Bilbo: ""Come on Gandalf! Did you see their faces?"""|https://www.tk421.net/lotr/film/fotr/img/fotr0183.jpg|The Fellowship of the Ring
134|134|"Gandalf: ""What about this ring of yours, is that staying too?"""||
135|135|"Bilbo: ""No, wait, it's — here in my pocket."""|https://www.tk421.net/lotr/film/fotr/img/fotr0185.jpg|The Fellowship of the Ring
136|136|"Bilbo: ""Heh, isn't that, isn't that odd though? Yet, after all why not? Why shouldn't I keep it?"""|https://www.tk421.net/lotr/film/fotr/img/fotr0186.jpg|The Fellowship of the Ring
137|137|"Gandalf: ""I think you should leave the ring behind, Bilbo. Is that so hard?"""|https://www.tk421.net/lotr/film/fotr/img/fotr0187.jpg|The Fellowship of the Ring
138|138|"Bilbo: ""Well no… and yes!"""|https://www.tk421.net/lotr/film/fotr/img/fotr0188.jpg|The Fellowship of the Ring
139|139|"Gandalf: ""There's no need to get angry."""|https://www.tk421.net/lotr/film/fotr/img/fotr0189.jpg|The Fellowship of the Ring
140|140|"Bilbo: ""Well, if I'm angry, it's your fault!"" [caresses the ring] ""It's mine! My own, my precious."""|https://www.tk421.net/lotr/film/fotr/img/fotr0191.jpg|The Fellowship of the Ring
141|141|"Gandalf: ""I think you've had that Ring quite long enough."""|https://www.tk421.net/lotr/film/fotr/img/fotr0192.jpg|The Fellowship of the Ring
142|142|"Bilbo (puts up his fists): ""You — want it for yourself!"""|https://www.tk421.net/lotr/film/fotr/img/fotr0193.jpg|The Fellowship of the Ring
143|143|"Gandalf: ""Bilbo Baggins!"""|https://www.tk421.net/lotr/film/fotr/img/fotr0194.jpg|The Fellowship of the Ring
144|144|"Gandalf: ""Do not take me for some conjurer of cheap tricks. I am not trying to rob you. I'm trying to help you."""|https://www.tk421.net/lotr/film/fotr/img/fotr0195.jpg|The Fellowship of the Ring
145|145|[Bilbo starts weeping. He stumbles towards Gandalf, who embraces him gently.]|https://www.tk421.net/lotr/film/fotr/img/fotr0196.jpg|The Fellowship of the Ring
146|146|"Gandalf: ""All your long years we've been friends. Trust me as you once did, hmm? Let it go."""|https://www.tk421.net/lotr/film/fotr/img/fotr0198.jpg|The Fellowship of the Ring
147|147|[Bilbo opens the door.]||
148|148|"Gandalf: ""The Ring is still in your pocket."""|https://www.tk421.net/lotr/film/fotr/img/fotr0201.jpg|The Fellowship of the Ring
149|149|[Bilbo pulls out the Ring from his pocket. He stares at it on his palm, then slowly allows it to slip off his palm. It lands on the floor with a heavy thud.]|https://www.tk421.net/lotr/film/fotr/img/fotr0202.jpg|The Fellowship of the Ring
150|150|"Bilbo: ""I've thought up an ending for my book."" [turns to Gandalf at the door] ""'And he lived happily ever after, to the end of his days.'"""|https://www.tk421.net/lotr/film/fotr/img/fotr0204.jpg|The Fellowship of the Ring
151|151|"Bilbo: ""Good bye, Gandalf."""|https://www.tk421.net/lotr/film/fotr/img/fotr0205.jpg|The Fellowship of the Ring
152|152|[Their hands clasp. Bilbo goes out by the gate, and starts down the road, singing.]|https://www.tk421.net/lotr/film/fotr/img/fotr0206.jpg|The Fellowship of the Ring
153|153|"Gandalf: ""Until our next meeting."""|https://www.tk421.net/lotr/film/fotr/img/fotr0208.jpg|The Fellowship of the Ring
154|154|[Gandalf re-enters Bag End. His hand hovers over the Ring, about to pick it up, but stops short when the Eye of Sauron flashes in his mind.]|https://www.tk421.net/lotr/film/fotr/img/fotr0209.jpg|The Fellowship of the Ring
155|155|[Gandalf rises and sits himself by the fireplace.]|https://www.tk421.net/lotr/film/fotr/img/fotr0212.jpg|The Fellowship of the Ring
156|156|"Gandalf: ""My precious."""||
157|157|"Frodo: ""He's gone hasn't he? He talked for so long about leaving. I didn't think he'd really do it."""|https://www.tk421.net/lotr/film/fotr/img/fotr0213.jpg|The Fellowship of the Ring
158|158|"Gandalf: ""Hmm?"" [smiles at Frodo, noticing the Ring in Frodo's hand.] ""Bilbo's ring. He's gone to stay with the Elves. He's left you Bag End…"""|https://www.tk421.net/lotr/film/fotr/img/fotr0214.jpg|The Fellowship of the Ring
159|159|"Gandalf: ""…along with all his possessions. The ring is yours now. Put it somewhere out of sight."""|https://www.tk421.net/lotr/film/fotr/img/fotr0216.jpg|The Fellowship of the Ring
160|160|"Gandalf: ""Neither do I."""|https://www.tk421.net/lotr/film/fotr/img/fotr0218.jpg|The Fellowship of the Ring
161|161|"Gandalf: ""Keep it secret. Keep it safe."""|https://www.tk421.net/lotr/film/fotr/img/fotr0220.jpg|The Fellowship of the Ring
162|162|[A huge tower appears, rearing up against the night sky. Rivers of fire from a neighbouring volcano pour around its foundations as an army scurries to build it even higher.]|https://www.tk421.net/lotr/film/fotr/img/fotr0222.jpg|The Fellowship of the Ring
